数据来源,标题,内容,帖子主题,是否活动贴,回复数,点赞数,浏览数,分享数,互动率,综合互动得分,情绪标签,提及产品,产品属性标签,创建时间,发布日期,发布小时
C酱1区,【科普】新手买杯别纠结！电动还是手动？3分钟给你整明白！,"【科普】新手买杯别纠结！电动还是手动？3分钟给你整明白！
兄弟们，是不是第一次想入手个“好兄弟”，结果一搜攻略直接看懵了？满屏的“电动天花板”、“手动yyds”，说啥的都有，选择困难症都犯了。
别慌！今天咱就抛开那些花里胡哨的营销词，用一个老司机的角度，给你唠得明明白白。这篇帖子不推荐任何具体品牌，只讲干货，帮你找到最适合自己的那条路！
核心结论放前面：没有绝对的好坏，只有合不合适！ 就像买车，有人喜欢自动挡的省心，有人追求手动挡的操控感。",使用经验分享,否,42.0,17.0,1738.0,1.0,0.0241657077100115,22.2,正面,,收纳、电动功能、通道刺激度,2025-08-20 11:02:14,2025/08/20,11
C酱1区,星梨奈锻炼用，选几代啊？,"星梨奈锻炼用，选几代啊？
如标题，楼楼是小楚楠，听说星梨奈适合锻炼，想要在找到女朋友前练一练，
只想锻炼，一代、二代、Mini选那个呢？",其他,否,9.0,1.0,1019.0,3.0,0.0088321884200196,4.8,中性,星梨奈,通道刺激度,2025-08-20 15:06:15,2025/08/20,15
C酱1区,星梨奈适合送朋友吗？,"星梨奈适合送朋友吗？
朋友要过19岁生日了，想送他一个杯子，200以内预算，比来比去感觉星梨奈很合适，但是送杯子给他，他会开心吗？假如有个朋友送你杯杯你会不会不好意思多想呢~",活动贴,是,5.0,0.0,291.0,2.0,0.0171821305841924,2.6,正面,星梨奈,,2025-08-20 15:18:20,2025/08/20,15
C酱1区,所有高质量运动，长度和直径，缺一不可……,"所有高质量运动，长度和直径，缺一不可……
赞同",其他,否,1.0,2.0,444.0,0.0,0.0022522522522522,1.0,正面,,通道刺激度,2025-08-21 09:34:22,2025/08/21,9
C酱1区,羡慕哭了，这才是大学生应该上的课！,"羡慕哭了，这才是大学生应该上的课！
",其他,否,1.0,4.0,349.0,0.0,0.0028653295128939,1.6,中性,,,2025-08-21 10:03:28,2025/08/21,10
C酱1区,暑假工结束了想狠狠玩，星梨奈和coc兔娘选那个啊？,"暑假工结束了想狠狠玩，星梨奈和coc兔娘选那个啊？
新手，完全没有接触过杯子，听说这两个都很适合新手，到底选那个好呢？",其他,否,5.0,1.0,558.0,2.0,0.0089605734767025,2.9,正面,星梨奈,,2025-08-21 14:23:29,2025/08/21,14
C酱1区,半身娃娃测评||星梨奈vs社长娜娜子vsCOC赤鸢对比（有图有细节）,"半身娃娃测评||星梨奈vs社长娜娜子vsCOC赤鸢对比（有图有细节）
看到咱们吧里的帖子越来越多了，我甚是欣慰啊~
很多爱好半身娃娃的朋友们相聚在这里，当然也有一个疑问困扰着我们：
那就是小🐻大🐻该如何取舍？",产品评测/开箱,否,92.0,63.0,6114.0,3.0,0.0150474321229964,56.6,正面,赤鸢、星梨奈,,2025-08-21 14:33:03,2025/08/21,14
C酱1区,半身娃娃变黏怎么办？,"半身娃娃变黏怎么办？
出去旅游半个月没用了，今天想要happy一下，拿出来发现黏黏的，有经验的大佬可以说说要怎么办吗？",闲聊/水贴,否,1.0,0.0,237.0,1.0,0.0042194092827004,0.7,正面,,,2025-08-21 15:10:52,2025/08/21,15
C酱1区,xdm社长娜娜子好还是星野奈好（有更好的推荐也可以）,"xdm社长娜娜子好还是星野奈好（有更好的推荐也可以）
之前玩过一个慢玩款的杯子，杯子玩的有些腻打算换半身（臀模也行），预算200左右，我xp是大雷，最好可以rj的那种，但是因为场所原因，我希望能隐蔽性高一些",其他,否,7.0,4.0,609.0,1.0,0.0114942528735632,4.3,正面,,收纳、通道刺激度,2025-08-21 16:29:54,2025/08/21,16
C酱1区,赤鸢买多大size的内衣哇,"赤鸢买多大size的内衣哇
有没有作业抄一抄",其他,否,7.0,0.0,515.0,1.0,0.0135922330097087,3.1,中性,赤鸢,,2025-08-21 17:56:13,2025/08/21,17
C酱1区,我不同意！,"我不同意！
🤔",其他,否,7.0,24.0,1887.0,1.0,0.003709591944886,10.3,中性,,,2025-08-22 09:24:06,2025/08/22,9
C酱1区,感觉压力好大，急需解压😂,"感觉压力好大，急需解压😂
",其他,否,2.0,5.0,220.0,2.0,0.009090909090909,2.9,正面,,,2025-08-22 11:38:01,2025/08/22,11
C酱1区,不是很懂……,"不是很懂……
",其他,否,0.0,1.0,413.0,1.0,0.0,0.6,中性,,,2025-08-22 17:24:57,2025/08/22,17
C酱1区,就大雷方面神代雾子还有社长娜娜子哪个好？,"就大雷方面神代雾子还有社长娜娜子哪个好？
其他方面也可以说一下，就是这两个我在二选一",求助/咨询,否,2.0,0.0,611.0,1.0,0.0032733224222585,1.1,正面,,,2025-08-22 20:20:03,2025/08/22,20
C酱1区,问问吧友们，真的会买这么多杯杯吗,"问问吧友们，真的会买这么多杯杯吗
才入坑的小白不明白，求解答，大家都有几个圣杯了啊？只用一个会腻吗？最高纪录同时有多少个呢😦",求助/咨询,否,2.0,1.0,267.0,1.0,0.0074906367041198,1.4,负面,,,2025-08-23 14:11:07,2025/08/23,14
C酱1区,七夕不想再一个人过了，选星梨奈还是黄油小姐呢？,"七夕不想再一个人过了，选星梨奈还是黄油小姐呢？
最近yu望有点大，尤其是七夕要到了，身边的兄弟竟然都要去陪女朋友，就我一个人孤零零的，来个杯子陪我，看好黄油小姐和星梨奈，有其他选择也可以给我推荐一下，预算3张。",其他,否,1.0,0.0,542.0,1.0,0.0018450184501845,0.7,正面,星梨奈、黄油小姐,,2025-08-24 13:55:27,2025/08/24,13
C酱1区,不管女生怎么想，我反正喜欢大的,"不管女生怎么想，我反正喜欢大的
",其他,否,0.0,4.0,270.0,1.0,0.0,1.5,正面,,,2025-08-25 10:10:49,2025/08/25,10
C酱1区,吧友求助:半身跟杯子有什么区别啊？,"吧友求助:半身跟杯子有什么区别啊？
有点想买个半身，目前看中了coc赤鸢，但我之前也没有用过杯子和半身，想了解这两个的区别。",其他,否,6.0,4.0,821.0,1.0,0.0073081607795371,3.9,中性,赤鸢,,2025-08-25 14:11:28,2025/08/25,14
C酱1区,coc半身赤鸢可以现在冲吗？,"coc半身赤鸢可以现在冲吗？
coc半身赤鸢可以现在冲吗？",其他,否,4.0,7.0,1386.0,2.0,0.0028860028860028,4.3,正面,赤鸢,,2025-08-25 14:18:04,2025/08/25,14
C酱1区,极限三选一，兄弟们选那个？,"极限三选一，兄弟们选那个？
要好上手的，有用过的兄弟说说吗？",闲聊/水贴,否,8.0,2.0,1110.0,9.0,0.0072072072072072,6.5,正面,,,2025-08-25 14:21:27,2025/08/25,14
C酱1区,红丸是干嘛用的,"红丸是干嘛用的
",其他,否,1.0,1.0,370.0,0.0,0.0027027027027027,0.7,中性,,,2025-08-26 01:09:03,2025/08/26,1
C酱1区,大家的第一次是不是都交给了杯子？,"大家的第一次是不是都交给了杯子？
如题，如果用手不算的话，我的人生第一次大概就是给了COC的星梨奈..
作为一个圣杯新手，我还记得我第一次体验的时候，不敢开震动功能，生怕电到niuniu，那个时候真的是太纯洁了~",其他,否,63.0,43.0,3245.0,4.0,0.0194144838212634,39.3,中性,星梨奈,电动功能,2025-08-26 11:14:04,2025/08/26,11
C酱1区,科技在进步，机器人都有表情了,"科技在进步，机器人都有表情了
",其他,否,1.0,4.0,209.0,1.0,0.0047846889952153,1.9,中性,,,2025-08-26 13:42:23,2025/08/26,13
C酱1区,捏吗的我的赤鸢啥时候才能发货,"捏吗的我的赤鸢啥时候才能发货
",其他,否,10.0,8.0,587.0,1.0,0.0170357751277683,6.7,中性,赤鸢,,2025-08-26 14:22:01,2025/08/26,14
C酱1区,突然想到一个问题,"突然想到一个问题
Xdm用杯子的时候会一边...一边看篇吗，感觉不找点其他事情在干的时候超无聊的哦",其他,否,9.0,4.0,352.0,2.0,0.0255681818181818,5.3999999999999995,中性,,,2025-08-26 14:52:54,2025/08/26,14
C酱1区,你们卫生间有空调吗？,"你们卫生间有空调吗？
夏天在厕所玩耍杯子是真热，怎么办啊兄弟们",其他,否,3.0,1.0,161.0,1.0,0.0186335403726708,1.8000000000000005,中性,,,2025-08-26 15:13:33,2025/08/26,15
C酱1区,第一次用赤鸢就2分钟,"第一次用赤鸢就2分钟
这是我的第一个黑皮半身，拆开看到外形就忍不住干起来了，结果就2分钟，我都有点怀疑自己了。",其他,否,15.0,6.0,1016.0,9.0,0.014763779527559,10.5,中性,赤鸢,外观,2025-08-26 15:25:37,2025/08/26,15
C酱1区,都说要适度，一周多少次算适度？,"都说要适度，一周多少次算适度？
这个问题，绝大多数男生都焦虑过（包括曾经的我）。网络上的大量垃圾作品，让咱们对时长产生了过高的期待，而期待与现实之间的巨大落差，不得不让我们产生自我怀疑。怀疑来怀疑去，“次数多”就成了替罪羊。",其他,否,12.0,4.0,363.0,0.0,0.0330578512396694,6.000000000000001,负面,,材质、通道刺激度,2025-08-27 10:37:54,2025/08/27,10
C酱1区,不是？男生宿舍都这样了？为什么我上学的时候没有住到……,"不是？男生宿舍都这样了？为什么我上学的时候没有住到……
rt，男生宿舍真有这么多肉灵芝？",其他,否,1.0,1.0,273.0,0.0,0.0036630036630036,0.7,中性,,,2025-08-28 11:44:04,2025/08/28,11
C酱1区,拜托了，兄弟们，救救菜鸟吧！,"拜托了，兄弟们，救救菜鸟吧！
整了个星梨奈2代，打算锻炼一下嘛，结果到手了，发现自己根本不会锻炼的方法！",其他,否,23.0,14.0,1245.0,7.0,0.0184738955823293,15.500000000000002,中性,星梨奈,通道刺激度,2025-08-28 12:11:55,2025/08/28,12
C酱1区,啊！我终于可以跟赤鸢贴贴了,"啊！我终于可以跟赤鸢贴贴了
前几天无意中看到赤鸢，就很喜欢它的外形，蹲了好几天的网友评价，现在有活动，那可得拿下了，等着到了就可以跟他负距离贴贴了！（分享凑单小秘诀：贴吧120的券+88消费券+晚上20-24点秒杀+淘金币+店铺）",其他,否,8.0,6.0,806.0,4.0,0.009925558312655,6.2,正面,赤鸢,外观,2025-08-28 12:14:02,2025/08/28,12
C酱1区,coc娃娃,"coc娃娃
这个怎么样啊，兄弟们",其他,否,1.0,0.0,282.0,0.0,0.0035460992907801,0.4,中性,,,2025-08-29 01:43:05,2025/08/29,1
C酱1区,求一个好看的小半身娃娃,"求一个好看的小半身娃娃
鼠鼠就喜欢好看的，外形涩气，有没有推荐，预算7张",求助/咨询,否,5.0,0.0,292.0,1.0,0.0171232876712328,2.3,正面,,外观,2025-08-29 11:02:01,2025/08/29,11
C酱1区,半身娃娃xiong部很容易裂开吗？,"半身娃娃xiong部很容易裂开吗？
我看好多兄弟在说半身胸部开裂了，鼠鼠没用过，但是最近看赤鸢外形好喜欢，尤其是小腹和大辟股超级涩气，但是又担心这个问题。",其他,否,2.0,0.0,348.0,0.0,0.0057471264367816,0.8,正面,赤鸢,外观,2025-08-29 11:03:08,2025/08/29,11
C酱1区,我发现娜娜子和赤鸢一起拿下好香,"我发现娜娜子和赤鸢一起拿下好香
两个加起来不到8张拿下，要知道平时COC赤鸢就要900呢，活动确实给力！",其他,否,16.0,20.0,3319.0,9.0,0.0048207291352817,15.1,正面,赤鸢,气味、材质,2025-08-29 11:14:06,2025/08/29,11
C酱1区,救命！我怀疑室友在偷用我的星梨奈，咋办啊？,"救命！我怀疑室友在偷用我的星梨奈，咋办啊？
鼠鼠我今年22岁刚工作，攒了点钱就搬出来和一个陌生人合租。室友姑且叫小李吧，感觉人还行，但平时也不咋交流。我之前在网上整了个星梨奈（对，就是那个“锻炼神器”），想着提升下自己，结果现在出了个大问题——我怀疑小李偷用了！",其他,否,6.0,1.0,445.0,4.0,0.0134831460674157,3.9,正面,星梨奈,通道刺激度,2025-08-29 11:20:06,2025/08/29,11
C酱1区,你们会把飞机杯带回学校宿舍吗？,"你们会把飞机杯带回学校宿舍吗？
宿舍用杯的人很多吗？",其他,否,0.0,2.0,186.0,0.0,0.0,0.6,中性,,,2025-08-29 14:40:58,2025/08/29,14
C酱1区,🙃超级难评,"🙃超级难评
不要什么事都发朋友圈好不好",其他,否,0.0,5.0,163.0,1.0,0.0,1.8,正面,,,2025-09-01 10:28:14,2025/09/01,10
C酱1区,有什么2-3张适合新手入门的吗？,"有什么2-3张适合新手入门的吗？
rt，lz大学生想买个小半身娃娃，喜欢真实感强的，看来看去小半身外形比较得我喜欢",其他,否,2.0,0.0,181.0,1.0,0.011049723756906,1.1,正面,,外观、材质,2025-09-01 17:17:33,2025/09/01,17
C酱1区,为什么现在大部分男生宁愿玩杯子，也找女朋友,"为什么现在大部分男生宁愿玩杯子，也找女朋友
女朋友不是更好吗？好奇男生用的杯子和真的一样吗？用起来感觉怎么样？",其他,否,9.0,0.0,693.0,4.0,0.0129870129870129,4.8,正面,,,2025-09-01 17:24:45,2025/09/01,17
C酱1区,算非常好玩杯的水平,"算非常好玩杯的水平
现在斐济杯的通道大多都只有13、14…",其他,否,0.0,4.0,261.0,2.0,0.0,1.7999999999999998,正面,,通道,2025-09-01 17:44:29,2025/09/01,17
C酱1区,COC要出12斤大屯了？？？,"COC要出12斤大屯了？？？
在公众号上看到的新品信息：12斤果冻大屯！！！看起来有点像是黄油小姐的plus版，不知道有啥区别",资讯/新品,否,5.0,4.0,942.0,3.0,0.0053078556263269,4.1,中性,黄油小姐,,2025-09-01 18:22:30,2025/09/01,18
C酱1区,不是九桶水吗？,"不是九桶水吗？
",其他,否,3.0,2.0,384.0,1.0,0.0078125,2.1,中性,,,2025-09-02 10:00:42,2025/09/02,10
C酱1区,大学宿舍怎么藏星梨奈？,"大学宿舍怎么藏星梨奈？
我发现宿舍里面可以藏的地方太多了，楼下细说",其他,否,35.0,11.0,717.0,8.0,0.0488145048814504,19.7,正面,星梨奈,收纳,2025-09-02 15:06:16,2025/09/02,15
C酱1区,问下大家大学没对象都怎么解决生理需求呢？,"问下大家大学没对象都怎么解决生理需求呢？
纯属好奇，也是因为我发现好多哥们儿大学时期其实都没有对象，我第一个想到的就是👋，逛吧多了后看到各种奇葩方法紫薇方法，还有各种小玩具……特意问问大家，⭐欲来了怎么合理解决呢？",求助/咨询,否,16.0,7.0,830.0,1.0,0.0192771084337349,8.8,正面,,材质,2025-09-02 15:30:47,2025/09/02,15
C酱1区,有点好奇... ...,"有点好奇... ...
lz才上大学，有点好奇大家有yu望了，怎么解决呢？是努力找女朋友，还是花200-300入个斐济杯呢？",其他,否,11.0,0.0,283.0,4.0,0.03886925795053,5.6000000000000005,正面,,,2025-09-02 15:38:51,2025/09/02,15
C酱1区,COC上新品节奏爱了！才出赤鸢又来凛酱,"COC上新品节奏爱了！才出赤鸢又来凛酱
这次是粉白皮果冻大屯！有点期待&好奇",资讯/新品,否,5.0,2.0,591.0,1.0,0.0084602368866328,2.9,正面,赤鸢,,2025-09-03 09:13:25,2025/09/03,9
C酱1区,【小芝士】飞机杯能不能过安检？会不会被当众检查？,"【小芝士】飞机杯能不能过安检？会不会被当众检查？
暑假结束了，大家会把“胶妻”带回学校吗？
不少兄弟是想的，但是又害怕过安检的时候被查...然后当众社死....
这里分享一份《携带飞机杯过安检全攻略》，助你出行无忧！",其他,否,9.0,7.0,1470.0,0.0,0.0061224489795918,5.7,正面,,,2025-09-03 10:43:41,2025/09/03,10
C酱1区,首发启动！【COC凛酱】本命果冻屯の诱惑，晃到心颤~,"首发启动！【COC凛酱】本命果冻屯の诱惑，晃到心颤~
不少兄弟都在问coc新品大屯的上线时间、定价等等信息
杯当然也一样，综合各方渠道消息，终于把新品的消息扒下来了！!",资讯/新品,否,9.0,10.0,864.0,0.0,0.0104166666666666,6.6,中性,,,2025-09-03 14:01:16,2025/09/03,14
C酱1区,求助大佬们，星梨奈适合新手吗？,"求助大佬们，星梨奈适合新手吗？
鼠鼠刚上大一，平时都是五指菇凉解决，有个十来分钟，听说可以用fjb更健康一点，不容易枣谢。但又不知道那种适合鼠鼠，主要是要在宿舍用，目前看了有星梨奈，coc猫兔这几款，大佬们有推荐吗？其他更好的也可以。",其他,否,11.0,7.0,1134.0,8.0,0.009700176366843,8.9,正面,星梨奈,,2025-09-03 15:18:12,2025/09/03,15
